beneficiary_id,age,annual_income,family_size,land_holding_ac,scheme_amount,claims_per_year,distance_km,bank_txn_count,duplicate_aadhaar,ghost_beneficiary,is_fraud,scheme_type,state,scheme_type_enc,state_enc,income_per_member,claim_to_income,suspicious_score,aadhaar_id,flag_high_income,flag_excess_claims,flag_invalid_age,flag_high_amount,flag_no_txn,flag_ghost,flag_dup_aadhaar,total_flags,risk_level
9784,95,728272.7077497505,2,8.109965561729641,43552.195102410216,12,1.0789860623445493,1,0,1,1,Ration Card,Gujarat,3,1,242757.56924991682,0.059801959948519286,2,200214,1,1,0,1,1,1,0,5,HIGH RISK
8820,112,509442.81643510505,2,12.311511628179597,28674.081182139395,5,0.6550671620120658,2,1,1,1,Ration Card,MP,3,2,169814.272145035,0.05628507061443941,3,155534,1,0,1,0,0,1,1,4,HIGH RISK
9421,111,300000.0,1,23.9515522291007,42557.81795986451,12,1.902532726157652,1,0,1,1,Scholarship,Maharashtra,4,3,150000.0,0.14185892033648057,3,200253,0,1,1,1,1,1,0,5,HIGH RISK
9702,66,587793.811521104,1,13.506760160266353,36070.272647575825,9,1.7835474999234777,1,1,0,1,PM-KISAN,MP,1,2,293896.905760552,0.0613654151764842,2,142850,1,1,0,1,1,0,1,5,HIGH RISK
9191,21,522480.8920384807,1,21.35015771270915,42131.693879155486,5,0.8369037063429983,1,0,1,1,PM-KISAN,Tamil Nadu,1,5,261240.44601924036,0.08063761542965109,1,200263,1,0,0,1,1,1,0,4,HIGH RISK
9050,106,722303.4844152039,2,5.0,33351.12249205556,13,1.255315970962307,0,0,0,1,PMAY,Tamil Nadu,2,5,240767.8281384013,0.04617321809798464,1,200272,1,1,1,1,1,0,0,5,HIGH RISK
9276,2,467568.321256901,1,19.820193988557705,47071.50010817859,5,1.956602085826762,1,1,0,1,Ration Card,Maharashtra,3,3,233784.1606284505,0.10067277293053119,2,113303,0,0,1,1,1,0,1,4,HIGH RISK
9732,51,732098.1255430364,1,10.857382590192838,51151.237323942114,16,0.21433553142369433,1,1,0,1,Ration Card,Gujarat,3,1,366049.0627715182,0.06986927799702063,2,108265,1,1,0,1,1,0,1,5,HIGH RISK
9446,33,576889.8729028332,1,13.088018572811386,35864.32273624257,14,0.15305947415392707,2,1,1,1,Scholarship,UP,4,6,288444.9364514166,0.06216829632921453,3,100589,1,1,0,1,0,1,1,5,HIGH RISK
9412,14,967632.5739489857,2,17.919775474831564,44955.13393658294,11,1.2248521572062947,2,0,1,1,PMAY,Gujarat,2,1,322544.19131632854,0.04645884056411731,2,200311,1,1,0,1,0,1,0,4,HIGH RISK
8869,66,544777.629297989,2,21.309516783275896,41566.90081827296,15,1.4551425542789986,2,1,1,1,Scholarship,Bihar,4,0,181592.54309932966,0.07630053490137229,3,183002,1,1,0,1,0,1,1,5,HIGH RISK
9101,105,748810.3614409785,1,13.181394801368507,55658.69160485247,19,1.2712811318110049,0,1,0,1,MGNREGS,Bihar,0,0,374405.18072048924,0.07432938984492092,2,175034,1,1,1,1,1,0,1,6,HIGH RISK
8850,61,525784.3682325308,2,22.928678023058396,42678.4634030004,14,0.2524101275924402,2,1,1,1,PM-KISAN,Bihar,1,0,175261.45607751026,0.08117088451218687,3,105546,1,1,0,1,0,1,1,5,HIGH RISK
9910,46,451400.809917573,2,9.816532065326234,39607.75561319326,12,1.0557783871038706,1,1,1,1,Scholarship,Tamil Nadu,4,5,150466.936639191,0.08774390076199677,3,174510,0,1,0,1,1,1,1,5,HIGH RISK
8865,99,300000.0,1,21.397034753020446,39381.90012980645,19,0.6329320002874066,0,1,0,1,MGNREGS,Rajasthan,0,4,150000.0,0.13127256285747863,2,167563,0,1,0,1,1,0,1,4,HIGH RISK
9644,48,750719.817321708,1,12.637609442371454,48569.4736427528,15,1.0633334953785234,1,1,0,1,Ration Card,Maharashtra,3,3,375359.908660854,0.06469711845214386,2,196303,1,1,0,1,1,0,1,5,HIGH RISK
9156,80,469700.0519861597,2,9.330395365236644,50159.93404106943,5,0.48402147991916156,1,1,1,1,MGNREGS,MP,0,2,156566.68399538656,0.10679118947885058,2,160083,0,0,0,1,1,1,1,4,HIGH RISK
9415,34,754645.0337669792,1,20.0160911501162,52655.20248078748,10,1.1322151800683502,1,1,1,1,PMAY,Bihar,2,0,377322.5168834896,0.06977470247600405,3,108732,1,1,0,1,1,1,1,6,HIGH RISK
9734,66,825798.1364507342,1,12.91407645363885,48152.08521619483,7,1.579309458513633,0,1,0,1,PM-KISAN,MP,1,2,412899.0682253671,0.05830968221055714,2,186403,1,1,0,1,1,0,1,5,HIGH RISK
9188,96,487868.1144796328,2,13.111644024917538,62081.807747670544,11,0.5996592174676036,0,1,0,1,Ration Card,UP,3,6,162622.70482654427,0.1272509488818282,2,177219,0,1,0,1,1,0,1,4,HIGH RISK
9697,2,523712.36359067983,1,17.948389726102437,23650.49978653493,12,0.5833464032455093,2,1,1,1,MGNREGS,MP,0,2,261856.18179533991,0.04515924440877838,4,103145,1,1,1,0,0,1,1,5,HIGH RISK
9967,35,827099.3571933468,1,11.086090618890198,59623.39344715842,19,0.06336468307325505,0,0,0,1,Scholarship,Rajasthan,4,4,413549.6785966734,0.07208725389683344,1,200508,1,1,0,1,1,0,0,4,HIGH RISK
9920,29,993783.5046312823,1,18.894619797847398,57917.22663054181,16,0.7867054011181078,1,1,1,1,PM-KISAN,Tamil Nadu,1,5,496891.75231564115,0.05827946235892507,3,180243,1,1,0,1,1,1,1,6,HIGH RISK
9039,24,522328.6657952957,1,9.860260168752799,37602.86661349717,7,0.8315192200806514,0,1,1,1,PM-KISAN,MP,1,2,261164.33289764784,0.07199067768100688,3,144390,1,1,0,1,1,1,1,6,HIGH RISK
9103,66,517753.3651504721,1,9.822705192899999,29576.222655430673,13,0.24399684873129357,0,1,1,1,MGNREGS,Gujarat,0,1,258876.68257523605,0.057124043071727845,3,162666,1,1,0,0,1,1,1,5,HIGH RISK
9040,71,1026683.4152027522,1,22.71664347040973,45953.69856589015,14,0.3918835715552451,2,0,1,1,MGNREGS,Tamil Nadu,0,5,513341.7076013761,0.04475932222738094,2,200543,1,1,0,1,0,1,0,4,HIGH RISK
9363,89,436489.3001705862,1,13.615434606543015,31622.130066355487,10,1.3427244569558305,2,1,1,1,PM-KISAN,Tamil Nadu,1,5,218244.6500852931,0.07244635231068626,3,140298,0,1,0,1,0,1,1,4,HIGH RISK
8835,113,383505.77522460406,2,21.216766414904985,52719.61067310201,14,1.7407098952672992,0,1,1,1,PMAY,UP,2,6,127835.25840820135,0.13746722112595355,4,168151,0,1,1,1,1,1,1,6,HIGH RISK
8828,97,618567.9327656191,2,10.989064044925202,44774.151417783934,17,0.969723210680093,1,0,1,1,Ration Card,Maharashtra,3,3,206189.31092187305,0.07238344676897834,2,200555,1,1,0,1,1,1,0,5,HIGH RISK
9973,98,738398.0026360166,1,16.88650134166632,34639.688756379226,9,0.34112080768485575,1,1,0,1,PMAY,Bihar,2,0,369199.0013180083,0.046911884540361944,2,182654,1,1,0,1,1,0,1,5,HIGH RISK
9872,50,599100.5387058218,2,11.24338078821013,44692.202901112716,7,1.6987629681187792,2,1,1,1,PMAY,Rajasthan,2,4,199700.17956860727,0.07459871159345832,3,112391,1,1,0,1,0,1,1,5,HIGH RISK
9894,74,557847.821598465,1,11.940853471999063,21637.57349827558,9,1.5119903626111417,1,1,1,1,PM-KISAN,Gujarat,1,1,278923.9107992325,0.0387875221037038,3,159598,1,1,0,0,1,1,1,5,HIGH RISK
9031,47,483264.0823462336,1,6.305999204951686,38574.59271928734,19,0.27258208290121355,1,1,1,1,PMAY,UP,2,6,241632.0411731168,0.07982077358457011,3,164733,0,1,0,1,1,1,1,5,HIGH RISK
8934,6,657761.3591090706,2,13.0401192556429,53537.94648080173,14,1.4562522496169712,0,1,1,1,PM-KISAN,UP,1,6,219253.7863696902,0.08139405628701235,3,151593,1,1,0,1,1,1,1,6,HIGH RISK
9829,79,580796.4923165072,2,14.656098371482317,50222.81793118238,12,1.044929611785875,0,1,0,1,MGNREGS,Maharashtra,0,3,193598.83077216905,0.08647216731406498,2,196763,1,1,0,1,1,0,1,5,HIGH RISK
9215,59,662779.4340607235,2,15.87941321714181,44775.390215495776,12,1.3282334159718578,0,1,1,1,MGNREGS,Bihar,0,0,220926.47802024116,0.06755689805319974,3,197245,1,1,0,1,1,1,1,6,HIGH RISK
9476,117,325541.5831475615,1,13.991458862605228,45613.25901847726,7,0.15061124287132865,0,0,1,1,Ration Card,Maharashtra,3,3,162770.79157378076,0.14011456988962254,3,200580,0,1,1,1,1,1,0,5,HIGH RISK
9861,118,548009.8556413216,2,19.54796889611842,53601.26242729811,9,1.6856001808987529,1,1,0,1,Scholarship,Gujarat,4,1,182669.95188044055,0.09781058509246147,3,106739,1,1,1,1,1,0,1,6,HIGH RISK
9394,97,361302.99011560425,2,19.471099100220066,40164.12269917397,16,1.9004251108657826,1,0,1,1,MGNREGS,Bihar,0,0,120434.33003853475,0.11116434857617515,2,200596,0,1,0,1,1,1,0,4,HIGH RISK
9766,88,707076.5221098153,2,11.84745939243227,44350.64974455196,13,1.8652190671566424,0,0,0,1,PMAY,Tamil Nadu,2,5,235692.17403660508,0.06272388579432726,1,200603,1,1,0,1,1,0,0,4,HIGH RISK
9516,35,574813.6502315463,1,17.48323097395781,37041.06733666838,13,0.08964876666112698,1,1,0,1,Ration Card,Tamil Nadu,3,5,287406.8251157731,0.06444001961631898,2,150360,1,1,0,1,1,0,1,5,HIGH RISK
9234,102,885256.1949294352,2,20.538360981334755,47252.154849992505,7,0.7859630131988453,0,1,1,1,PM-KISAN,Tamil Nadu,1,5,295085.3983098117,0.05337675324260881,3,132075,1,1,1,1,1,1,1,7,HIGH RISK
9097,62,633452.1064414161,1,10.363197343069853,42128.70360704343,10,1.2680168359061594,0,1,1,1,Scholarship,Maharashtra,4,3,316726.05322070804,0.06650642830329168,3,191471,1,1,0,1,1,1,1,6,HIGH RISK
9874,47,364205.82037203596,1,20.764167648076622,56524.97878585686,17,1.9835175241436123,2,1,1,1,Ration Card,Bihar,3,0,182102.91018601798,0.15520022038059803,3,102370,0,1,0,1,0,1,1,4,HIGH RISK
9575,55,657261.2369518556,2,13.051899432316725,35303.431582315185,7,1.1110569970494024,1,1,1,1,MGNREGS,Bihar,0,0,219087.07898395185,0.05371285553547048,3,113723,1,1,0,1,1,1,1,6,HIGH RISK
9162,108,446954.96894565097,2,20.279934217843977,56947.23411313625,10,1.3074447870485442,1,1,1,1,PM-KISAN,Tamil Nadu,1,5,148984.9896485503,0.12741128448843006,3,131275,0,1,1,1,1,1,1,6,HIGH RISK
9548,116,896160.4366665955,2,5.0,41367.778052478796,14,0.20851323821418877,2,1,0,1,MGNREGS,Bihar,0,0,298720.14555553184,0.04616107808248516,3,147114,1,1,1,1,0,0,1,5,HIGH RISK
9089,91,710275.4402602721,1,6.985576307867859,26426.969884759426,17,1.5933785737735384,1,1,1,1,Scholarship,Gujarat,4,1,355137.72013013606,0.03720659786360869,3,121386,1,1,0,0,1,1,1,5,HIGH RISK
9588,6,550662.3923127807,1,22.2473864094584,42620.81024885305,8,0.5546941140634725,1,0,1,1,Ration Card,Bihar,3,0,275331.19615639036,0.07739902605445784,2,200720,1,1,0,1,1,1,0,5,HIGH RISK
9976,76,618181.9835662222,1,6.8254991281081665,44958.46262006436,10,1.222140404061411,1,1,1,1,MGNREGS,UP,0,6,309090.9917831111,0.07272678772344149,3,127276,1,1,0,1,1,1,1,6,HIGH RISK
9149,109,900068.1778742974,1,17.334043628608278,54909.84828665434,11,1.792831751707076,2,1,0,1,MGNREGS,MP,0,2,450034.0889371487,0.06100625333747734,2,195476,1,1,1,1,0,0,1,5,HIGH RISK
9401,72,300000.0,2,11.302849894362463,56226.65964353331,5,0.3691252918372072,0,1,1,1,PM-KISAN,Gujarat,1,1,100000.0,0.18742157407319746,2,117847,0,0,0,1,1,1,1,4,HIGH RISK
9341,21,881273.8720982325,1,18.431317498106935,44364.37338044273,19,1.3293740737487776,2,1,0,1,PM-KISAN,UP,1,6,440636.93604911625,0.050341130542863814,2,153021,1,1,0,1,0,0,1,4,HIGH RISK
9858,64,496454.217593132,1,17.86442251381572,62744.99230857687,11,1.418125998644755,1,1,1,1,Scholarship,Rajasthan,4,4,248227.108796566,0.12638600640108347,3,176147,0,1,0,1,1,1,1,5,HIGH RISK
9814,96,577029.173528621,1,8.706493792197174,51088.224826461395,13,0.974971709509016,2,1,0,1,PM-KISAN,Bihar,1,0,288514.5867643105,0.08853648763989184,2,106400,1,1,0,1,0,0,1,4,HIGH RISK
9086,36,610832.6501432663,2,15.73801369348495,42406.27417666191,18,1.7311966172513489,2,1,1,1,MGNREGS,UP,0,6,203610.88338108876,0.06942360521021697,3,115784,1,1,0,1,0,1,1,5,HIGH RISK
8947,115,853489.4071295667,2,10.743576526891921,43615.339520962116,8,0.9936132208982558,0,1,1,1,MGNREGS,Tamil Nadu,0,5,284496.4690431889,0.051102319553476785,4,147997,1,1,1,1,1,1,1,7,HIGH RISK
8973,86,510817.09189180983,2,18.766771202673542,43726.34385567672,5,0.8770974108969614,1,1,0,1,PMAY,Maharashtra,2,3,170272.3639639366,0.08560061702931591,1,180415,1,0,0,1,1,0,1,4,HIGH RISK
9064,91,713610.00030321,2,18.142821207277542,51460.83594795684,15,0.32253805187169005,2,1,1,1,MGNREGS,Bihar,0,0,237870.00010107,0.07211328850885337,3,185037,1,1,0,1,0,1,1,5,HIGH RISK
9407,78,519503.33686953294,2,20.549040171804066,44083.4416506008,10,1.0969269234749948,2,0,1,1,PM-KISAN,Bihar,1,0,173167.77895651097,0.08485673462562798,2,200815,1,1,0,1,0,1,0,4,HIGH RISK
9309,107,634914.2878076886,2,17.90128531805479,51490.369835004014,15,0.9006748174657622,1,0,1,1,PM-KISAN,Bihar,1,0,211638.09593589618,0.08109801547352265,2,200819,1,1,1,1,1,1,0,6,HIGH RISK
9994,7,645601.358003788,1,7.284472737790416,55738.278175281244,19,1.1303527318869084,0,1,0,1,PMAY,MP,2,2,322800.679001894,0.08633530761508496,2,146793,1,1,0,1,1,0,1,5,HIGH RISK
9965,107,553813.8583216841,1,9.973471790953283,51637.20773880037,14,0.9025132340851887,0,1,1,1,Ration Card,Maharashtra,3,3,276906.92916084203,0.09323911585775264,3,186177,1,1,1,1,1,1,1,7,HIGH RISK
9116,1,641168.5277456741,1,20.72723373487731,62152.2917125713,12,0.38400499324728754,0,0,1,1,PM-KISAN,Bihar,1,0,320584.26387283707,0.09693581653996598,3,200861,1,1,1,1,1,1,0,6,HIGH RISK
9496,7,593156.7861075719,1,21.11103309366418,52139.56095297134,7,0.22632457755053137,2,1,0,1,PMAY,MP,2,2,296578.39305378596,0.08790167165320761,2,145129,1,1,0,1,0,0,1,4,HIGH RISK
8882,20,704318.275955535,2,22.14093160304708,46211.96685605939,11,0.9448830846399976,2,0,1,1,PM-KISAN,Maharashtra,1,3,234772.758651845,0.06561224210904153,2,200911,1,1,0,1,0,1,0,4,HIGH RISK
9809,73,602478.2400487011,1,25.068141151011154,55821.4634144454,8,1.8273561813361192,1,1,1,1,PM-KISAN,Rajasthan,1,4,301239.12002435053,0.09265292428986119,3,148907,1,1,0,1,1,1,1,6,HIGH RISK
9710,84,634139.9729559083,1,7.288356186462553,28869.39381169808,6,0.03472213281406966,1,1,1,1,Ration Card,Tamil Nadu,3,5,317069.98647795414,0.04552519872218597,2,101531,1,0,0,0,1,1,1,4,HIGH RISK
8898,41,563314.6695496568,1,6.48938819908423,47430.04646797041,15,0.5564859225849736,1,0,1,1,MGNREGS,UP,0,6,281657.3347748284,0.08419798885745253,2,200969,1,1,0,1,1,1,0,5,HIGH RISK
9218,94,567749.6637174664,1,17.301823724428466,52536.91129874592,9,1.6905621342116202,0,0,1,1,MGNREGS,Bihar,0,0,283874.8318587332,0.09253518253021403,2,200972,1,1,0,1,1,1,0,5,HIGH RISK
9792,61,607365.3267086878,1,11.771183290497369,36597.772436519044,13,1.5792335160436097,0,0,1,1,PMAY,MP,2,2,303682.6633543439,0.060256505550516794,2,200990,1,1,0,1,1,1,0,5,HIGH RISK
9990,63,473796.77966407523,1,13.150382538584154,69783.69056926343,8,0.9003638704345676,0,0,1,1,Ration Card,MP,3,2,236898.38983203762,0.1472858117206467,2,200991,0,1,0,1,1,1,0,4,HIGH RISK
9966,94,1041314.7776272977,2,10.356265696773143,34901.655441293704,14,0.5099467258930828,2,0,1,1,MGNREGS,Gujarat,0,1,347104.9258757659,0.0335168795010667,2,200992,1,1,0,1,0,1,0,4,HIGH RISK
9172,59,319582.80838878406,2,20.51275839172881,51902.64839887761,18,1.5317397666470889,0,1,1,1,PM-KISAN,UP,1,6,106527.60279626136,0.16240700259675345,3,197227,0,1,0,1,1,1,1,5,HIGH RISK
9746,26,622605.0905154262,2,20.605370930441335,55042.44808765306,11,1.8057290206205665,1,0,1,1,Ration Card,Maharashtra,3,3,207535.03017180876,0.08840653653433748,2,201006,1,1,0,1,1,1,0,5,HIGH RISK
9785,60,609846.9474558267,1,9.724705967329085,43145.64183944965,17,1.8228642426676644,2,1,1,1,Ration Card,Tamil Nadu,3,5,304923.47372791334,0.0707481955452098,3,196017,1,1,0,1,0,1,1,5,HIGH RISK
9411,117,534180.7718338454,2,25.59521009750992,28471.76051319882,17,1.5004106165572662,1,0,0,1,PM-KISAN,Gujarat,1,1,178060.25727794846,0.05329976052057205,2,201022,1,1,1,0,1,0,0,4,HIGH RISK
8840,29,300000.0,1,8.46893386199616,50530.209626626034,9,0.12937706251769798,0,1,1,1,MGNREGS,Rajasthan,0,4,150000.0,0.1684334706438513,3,192123,0,1,0,1,1,1,1,5,HIGH RISK
8986,61,735062.8152517847,1,10.327976660214023,42389.417912217534,7,1.9242485031338394,0,1,1,1,Ration Card,Tamil Nadu,3,5,367531.4076258924,0.05766767052422203,3,180287,1,1,0,1,1,1,1,6,HIGH RISK
9975,96,509498.45890121575,1,12.536628742401504,45387.618818920746,17,1.5596190324095545,2,1,0,1,Ration Card,Tamil Nadu,3,5,254749.22945060788,0.08908276157310055,2,181815,1,1,0,1,0,0,1,4,HIGH RISK
9000,57,633881.2062636774,2,10.591143196349876,47285.66915154734,6,1.9038881108470467,0,1,0,1,MGNREGS,Rajasthan,0,4,211293.7354212258,0.0745969340743378,1,103927,1,0,0,1,1,0,1,4,HIGH RISK
9240,42,729953.3619883572,1,9.575279476172387,54186.41506532106,18,0.3782954065848234,2,0,1,1,MGNREGS,Maharashtra,0,3,364976.6809941786,0.07423260670395904,2,201077,1,1,0,1,0,1,0,4,HIGH RISK
9730,7,388207.20767195115,2,13.29307079343086,46915.85719070432,13,1.9406874119477564,2,1,1,1,MGNREGS,UP,0,6,129402.40255731705,0.12085230622004206,3,157766,0,1,0,1,0,1,1,4,HIGH RISK
9609,94,570882.1328320081,1,8.703735908739887,36439.540974055344,5,1.360055605200607,0,1,0,1,PMAY,UP,2,6,285441.06641600403,0.0638301236774818,1,172708,1,0,0,1,1,0,1,4,HIGH RISK
8931,14,598982.8033609405,2,11.987588133385039,47157.86413892494,17,1.102527176017344,1,1,0,1,PMAY,Rajasthan,2,4,199660.93445364686,0.07872978179763597,2,141744,1,1,0,1,1,0,1,5,HIGH RISK
9460,57,534331.5706525359,2,19.155647096351153,39484.32428725622,19,1.350054281264667,2,0,1,1,PMAY,Gujarat,2,1,178110.5235508453,0.07389466122014104,2,201113,1,1,0,1,0,1,0,4,HIGH RISK
9893,67,568397.3879239232,2,13.7785054047167,31940.02961877986,13,0.7639890449328957,2,0,1,1,PMAY,MP,2,2,189465.79597464108,0.05619303343811532,2,201119,1,1,0,1,0,1,0,4,HIGH RISK
9773,110,750630.9733065569,2,21.94610914696179,46095.2195303285,8,0.7187096189214799,1,1,1,1,Ration Card,Rajasthan,3,4,250210.32443551897,0.06140854795630093,3,112577,1,1,1,1,1,1,1,7,HIGH RISK
9138,35,518149.72410659137,1,13.730492354631352,54842.21553468531,15,1.741201289760711,0,1,1,1,PM-KISAN,MP,1,2,259074.86205329568,0.10584220571966903,3,114041,1,1,0,1,1,1,1,6,HIGH RISK
9448,106,663809.5119211645,1,19.45235302598695,56894.57109710602,8,0.8835897722883101,2,1,0,1,MGNREGS,Maharashtra,0,3,331904.75596058223,0.08570905412818008,2,183021,1,1,1,1,0,0,1,5,HIGH RISK
9278,48,703804.6924868498,2,12.602204113958337,38576.364061356384,6,1.7727216410673101,2,1,1,1,PMAY,Gujarat,2,1,234601.5641622833,0.05481109981513421,2,149694,1,0,0,1,0,1,1,4,HIGH RISK
9863,84,806191.6702637356,2,14.42038762765073,48674.22863759986,15,1.9717455918815554,2,0,1,1,Ration Card,Bihar,3,0,268730.55675457855,0.06037542938920135,2,201178,1,1,0,1,0,1,0,4,HIGH RISK
9477,88,974160.6497053533,2,15.588935950009985,47215.09142592917,10,0.4287255724365606,0,1,1,1,PMAY,Bihar,2,0,324720.2165684511,0.04846740932596754,3,168196,1,1,0,1,1,1,1,6,HIGH RISK
8825,29,754490.5697710784,1,16.511410682354203,45836.33497197699,12,1.9500799530829238,2,1,1,1,MGNREGS,MP,0,2,377245.2848855392,0.060751288428423755,3,143825,1,1,0,1,0,1,1,5,HIGH RISK
9948,47,680458.8256318457,2,15.840819881114705,49019.995916261985,17,0.4349180239896866,0,1,1,1,Scholarship,UP,4,6,226819.6085439486,0.07203951514807523,3,117457,1,1,0,1,1,1,1,6,HIGH RISK
9020,73,612960.9414592987,2,5.0,33311.57622126039,5,1.3755690485855778,0,1,1,1,MGNREGS,Tamil Nadu,0,5,204320.31381976625,0.05434526023255933,2,160152,1,0,0,1,1,1,1,5,HIGH RISK
9335,88,661824.7948303759,1,19.365318899971747,34185.67307562909,16,1.269016033946641,0,1,1,1,PMAY,Rajasthan,2,4,330912.39741518797,0.05165358217020052,3,116918,1,1,0,1,1,1,1,6,HIGH RISK
9647,84,471761.25221985235,2,18.21190719443873,44548.4092612622,18,0.31933604138858973,2,1,1,1,MGNREGS,MP,0,2,157253.75073995077,0.094429787571265,3,195259,0,1,0,1,0,1,1,4,HIGH RISK
9686,82,300000.0,1,12.567725648170347,63913.28149376491,19,0.07773089984429826,0,1,0,1,MGNREGS,Maharashtra,0,3,150000.0,0.21304356150067802,2,175730,0,1,0,1,1,0,1,4,HIGH RISK
9787,40,890594.4195911435,2,21.840888303335007,42853.01205198696,5,0.6964880590559495,0,1,0,1,Scholarship,UP,4,6,296864.80653038115,0.0481172607778064,1,168631,1,0,0,1,1,0,1,4,HIGH RISK
9526,106,444302.22047203744,2,20.440607623316865,30474.945117003437,12,1.5609637351576078,1,1,1,1,PM-KISAN,Tamil Nadu,1,5,148100.7401573458,0.06859042138975763,3,132038,0,1,1,1,1,1,1,6,HIGH RISK
9420,50,634035.958330484,1,22.67369371544616,40166.14988858892,19,0.7481713603012037,1,1,0,1,PMAY,MP,2,2,317017.979165242,0.06334985581022362,2,179710,1,1,0,1,1,0,1,5,HIGH RISK
9716,4,353603.54277184483,1,15.359028226062307,62051.998686194405,15,0.697963435146786,1,1,0,1,Ration Card,Bihar,3,0,176801.77138592242,0.1754841671427056,3,151258,0,1,1,1,1,0,1,5,HIGH RISK
9392,32,684231.8004203907,2,15.689475306789394,40061.801616329045,19,1.4438789076908416,0,0,1,1,PMAY,Bihar,2,0,228077.2668067969,0.05854995783849472,2,201330,1,1,0,1,1,1,0,5,HIGH RISK
8923,67,567559.5487373988,1,19.05558222579259,32221.856615745943,8,0.0995862579647897,2,1,1,1,MGNREGS,Bihar,0,0,283779.7743686994,0.05677254468695371,3,142179,1,1,0,1,0,1,1,5,HIGH RISK
9130,64,445779.32633090275,1,7.715205278477937,44768.41727000402,10,1.9946101253212012,2,1,1,1,Ration Card,Rajasthan,3,4,222889.66316545138,0.10042708173884826,3,143845,0,1,0,1,0,1,1,4,HIGH RISK
